nc,nn,mc,mn,v,d1c,d1n,d2c,d2n,d3c,d3n,d4c,d4n
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Ano (Código),Ano,Variável (Código),Variável,Tipo de roubo (Código),Tipo de roubo
